Support_received_for_Stemborer,Institutions_provided_support_Stemborer,other_institutions_that_provided_support_for_Stemborer,PARENT_KEY,KEY
Chemicals,Govt_extension_agent,,uuid:52c79a6f-0990-4b4f-8f46-5cda95f16c7a,uuid:52c79a6f-0990-4b4f-8f46-5cda95f16c7a/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:9174282f-f492-403f-a863-2a932c9b1a47,uuid:9174282f-f492-403f-a863-2a932c9b1a47/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:216b83d5-19a5-4818-ab9f-ddcb6f816b01,uuid:216b83d5-19a5-4818-ab9f-ddcb6f816b01/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:7b92d160-de26-4eb8-92ea-f233cf96c539,uuid:7b92d160-de26-4eb8-92ea-f233cf96c539/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:7de11a8a-e78b-4d76-90b3-9e28249348d2,uuid:7de11a8a-e78b-4d76-90b3-9e28249348d2/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:70dd55a9-bad2-4440-9e8d-f4dc53032492,uuid:70dd55a9-bad2-4440-9e8d-f4dc53032492/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:70dd55a9-bad2-4440-9e8d-f4dc53032492,uuid:70dd55a9-bad2-4440-9e8d-f4dc53032492/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:1b4f5c81-d022-4cf9-bc76-a5bf22fb22fe,uuid:1b4f5c81-d022-4cf9-bc76-a5bf22fb22fe/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:34735875-ea60-4794-81e7-118ae1391ce4,uuid:34735875-ea60-4794-81e7-118ae1391ce4/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:34735875-ea60-4794-81e7-118ae1391ce4,uuid:34735875-ea60-4794-81e7-118ae1391ce4/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:34735875-ea60-4794-81e7-118ae1391ce4,uuid:34735875-ea60-4794-81e7-118ae1391ce4/sclamp/Stemborer_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2/sclamp/Stemborer_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:3102f7fe-afde-4e0a-8515-145891762c2e,uuid:3102f7fe-afde-4e0a-8515-145891762c2e/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1/sclamp/Stemborer_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:0ff30313-3054-427a-a4f6-7c62e26c0ca9,uuid:0ff30313-3054-427a-a4f6-7c62e26c0ca9/sclamp/Stemborer_Support[1]
Field_hygiene,Govt_extension_agent,,uuid:0ff30313-3054-427a-a4f6-7c62e26c0ca9,uuid:0ff30313-3054-427a-a4f6-7c62e26c0ca9/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:e005b917-60dd-4643-9f6c-6028e9cd970b,uuid:e005b917-60dd-4643-9f6c-6028e9cd970b/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:ec90fa10-6250-4d66-84a5-4b1904f6e0bb,uuid:ec90fa10-6250-4d66-84a5-4b1904f6e0bb/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:0a48c965-6165-4f8e-839f-efa6d718b7df,uuid:0a48c965-6165-4f8e-839f-efa6d718b7df/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:1c3fb036-4aee-45d9-afc3-fe04c9d5285b,uuid:1c3fb036-4aee-45d9-afc3-fe04c9d5285b/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:d0419f50-496f-4653-8356-a65bb1d961db,uuid:d0419f50-496f-4653-8356-a65bb1d961db/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:d0ff3a7f-dc02-42d8-8669-9ac26e9eb034,uuid:d0ff3a7f-dc02-42d8-8669-9ac26e9eb034/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:8161a92e-2d14-4497-9a56-266b0978c7b4,uuid:8161a92e-2d14-4497-9a56-266b0978c7b4/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Farmer_Coop_Union,,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2/sclamp/Stemborer_Support[3]
Improved_seed,Govt_extension_agent,,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2/sclamp/Stemborer_Support[4]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:ac5238f5-8c63-4378-ac2d-c965fdbc3833,uuid:ac5238f5-8c63-4378-ac2d-c965fdbc3833/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:aed7ec83-711e-4f54-8452-3c3fd46ca518,uuid:aed7ec83-711e-4f54-8452-3c3fd46ca518/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:969a7c0e-248f-45d9-b86d-3e5c9faeb1cf,uuid:969a7c0e-248f-45d9-b86d-3e5c9faeb1cf/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/Stemborer_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/Stemborer_Support[4]
Field_hygiene,Govt_extension_agent,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/Stemborer_Support[5]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/Stemborer_Support[2]
Field_hygiene,Send_A_Cow,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/Stemborer_Support[3]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/Stemborer_Support[4]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/Stemborer_Support[5]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/Stemborer_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/Stemborer_Support[4]
Field_hygiene,Govt_extension_agent,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/Stemborer_Support[5]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:d14a2061-06d4-4428-b76e-604f1a9334fb,uuid:d14a2061-06d4-4428-b76e-604f1a9334fb/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:d14a2061-06d4-4428-b76e-604f1a9334fb,uuid:d14a2061-06d4-4428-b76e-604f1a9334fb/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:8f8fd779-bebf-4c5f-9524-ede719c6d27c,uuid:8f8fd779-bebf-4c5f-9524-ede719c6d27c/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:8f8fd779-bebf-4c5f-9524-ede719c6d27c,uuid:8f8fd779-bebf-4c5f-9524-ede719c6d27c/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0/sclamp/Stemborer_Support[2]
Field_hygiene,Send_A_Cow,,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0/sclamp/Stemborer_Support[3]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:3955d0b7-43b2-4f68-aad9-929dc650d75e,uuid:3955d0b7-43b2-4f68-aad9-929dc650d75e/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:3955d0b7-43b2-4f68-aad9-929dc650d75e,uuid:3955d0b7-43b2-4f68-aad9-929dc650d75e/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:230a128c-2abf-448d-848a-50abaec5e52e,uuid:230a128c-2abf-448d-848a-50abaec5e52e/sclamp/Stemborer_Support[1]
other,Send_A_Cow,,uuid:230a128c-2abf-448d-848a-50abaec5e52e,uuid:230a128c-2abf-448d-848a-50abaec5e52e/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:281df583-0663-4d14-af22-7af60826674e,uuid:281df583-0663-4d14-af22-7af60826674e/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:b69c80df-9cee-4697-89fe-b3b4718c615c,uuid:b69c80df-9cee-4697-89fe-b3b4718c615c/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:ef4261d2-2223-42c3-b136-cafba10016ed,uuid:ef4261d2-2223-42c3-b136-cafba10016ed/sclamp/Stemborer_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:b4ed47f0-8a4e-4eb1-87b4-ffd8c5c28ae0,uuid:b4ed47f0-8a4e-4eb1-87b4-ffd8c5c28ae0/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:b4ed47f0-8a4e-4eb1-87b4-ffd8c5c28ae0,uuid:b4ed47f0-8a4e-4eb1-87b4-ffd8c5c28ae0/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Fellow_farmers,,uuid:56174e33-4ce2-4db7-8e29-86a80a7ee3ed,uuid:56174e33-4ce2-4db7-8e29-86a80a7ee3ed/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:0619ce6e-c1ea-43ec-93d0-8d6940ecc450,uuid:0619ce6e-c1ea-43ec-93d0-8d6940ecc450/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:0619ce6e-c1ea-43ec-93d0-8d6940ecc450,uuid:0619ce6e-c1ea-43ec-93d0-8d6940ecc450/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:8be0f84a-90ec-403e-ab5c-6bae76817a2b,uuid:8be0f84a-90ec-403e-ab5c-6bae76817a2b/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:8be0f84a-90ec-403e-ab5c-6bae76817a2b,uuid:8be0f84a-90ec-403e-ab5c-6bae76817a2b/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e/sclamp/Stemborer_Support[1]
Improved_seed,Send_A_Cow,,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:d66fbe2e-5c1a-42bd-b662-59c872d1a9fd,uuid:d66fbe2e-5c1a-42bd-b662-59c872d1a9fd/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:d66fbe2e-5c1a-42bd-b662-59c872d1a9fd,uuid:d66fbe2e-5c1a-42bd-b662-59c872d1a9fd/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:93cc986d-1e5c-4e37-a7dd-00259500134e,uuid:93cc986d-1e5c-4e37-a7dd-00259500134e/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:5a2c3ac5-8d07-426b-a26e-b00a96f069e3,uuid:5a2c3ac5-8d07-426b-a26e-b00a96f069e3/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:72a8c96f-9103-4f3e-a847-3e38825be045,uuid:72a8c96f-9103-4f3e-a847-3e38825be045/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/Stemborer_Support[1]
Improved_seed,Govt_extension_agent,,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/Stemborer_Support[2]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235,uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:47f7598e-065d-4001-ade4-3e581b017370,uuid:47f7598e-065d-4001-ade4-3e581b017370/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a,uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c,uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:d8bc0fae-ef04-45d5-81c8-a7b9a2fda39a,uuid:d8bc0fae-ef04-45d5-81c8-a7b9a2fda39a/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:0e547f17-90c4-4286-ae22-1eba4b4c22e1,uuid:0e547f17-90c4-4286-ae22-1eba4b4c22e1/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:e216b7dd-0ff3-4355-9fa5-eca20f0ccbda,uuid:e216b7dd-0ff3-4355-9fa5-eca20f0ccbda/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:0a82b76f-e1ee-4c04-9525-b839df021e63,uuid:0a82b76f-e1ee-4c04-9525-b839df021e63/sclamp/Stemborer_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:566e72c7-73c0-4660-85c4-1e5c39531165,uuid:566e72c7-73c0-4660-85c4-1e5c39531165/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:566e72c7-73c0-4660-85c4-1e5c39531165,uuid:566e72c7-73c0-4660-85c4-1e5c39531165/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:df048984-c2e4-44f8-accf-f2e727b8634f,uuid:df048984-c2e4-44f8-accf-f2e727b8634f/sclamp/Stemborer_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:057a0865-2dec-406a-b8fe-fffbaee643a1,uuid:057a0865-2dec-406a-b8fe-fffbaee643a1/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c,uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:8a3c8c0c-20b9-423d-b1a8-306f27585379,uuid:8a3c8c0c-20b9-423d-b1a8-306f27585379/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/Stemborer_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69,uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:0d76d8f7-b15c-4cf5-9e85-4d5ab22bbd5b,uuid:0d76d8f7-b15c-4cf5-9e85-4d5ab22bbd5b/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/Stemborer_Support[2]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:c7537579-8189-4342-a24b-79ccaaef2585,uuid:c7537579-8189-4342-a24b-79ccaaef2585/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:07493926-1be7-42b2-8311-ade7a64c4c59,uuid:07493926-1be7-42b2-8311-ade7a64c4c59/sclamp/Stemborer_Support[1]
Field_hygiene,Send_A_Cow,,uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61,uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61/sclamp/Stemborer_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b,uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab,uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/Stemborer_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/Stemborer_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:ea6e450a-49ef-443b-9aa3-abff3a992274,uuid:ea6e450a-49ef-443b-9aa3-abff3a992274/sclamp/Stemborer_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:90c7089e-a70c-404d-aab6-868436eee3cf,uuid:90c7089e-a70c-404d-aab6-868436eee3cf/sclamp/Stemborer_Support[1]
